Год,Категория,Зарплата,Кумулятивный_ИПЦ,Реальная зарплата,Базовая зарплата
2023,Целлюлозно-бумажное производство; издательская и полиграфическая деятельность,65422.8,8.938028518607029,7319.600722217879,20349.258605673873
2023,Производство кокса и нефтепродуктов,109466.8,8.938028518607029,12247.309322420931,36557.42895676185
2023,Химическое производство,87872.9,8.938028518607029,9831.35149066349,20483.105954538205
2023,Производство резиновых и пластмассовых изделий,61706.7,8.938028518607029,6903.837895744021,44981.821533169976
2023,Производство прочих неметаллических минеральных продуктов,63601.9,8.938028518607029,7115.8757065492355,16225.273067887301
2023,Металлургическое производство и производство готовых металлических изделий,77939.5,8.938028518607029,8719.987840466938,62772.760806033046
2023,Производство машин и оборудования,75962.8,8.938028518607029,8498.831687755526,14688.259345095228
2023,"Производство электрооборудования, электронного и оптического оборудования",83104.95,8.938028518607029,9297.906112851799,14898.69712136526
2023,Производство транспортных средств и оборудования,77328.8,8.938028518607029,8651.661810993139,18248.598824886445
2023,Прочие производства,60338.16666666666,8.938028518607029,6750.724339383762,15267.52092712475
2023,"Производство и распределение электроэнергии, газа и воды",63572.600000000006,8.938028518607029,7112.597578722835,23471.619816125694
2023,Строительство,71707.0,8.938028518607029,8022.686418008361,19629.4573073368
2023,"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования",66225.7,8.938028518607029,7409.430375180893,11782.284681974073
2023,Гостиницы и рестораны,44132.5,8.938028518607029,4937.61011257972,12194.980674305763
2023,Транспорт и связь,106605.4,8.938028518607029,11927.171610391573,23945.29071182891
2023,Из них связь,,8.938028518607029,,21409.62704723241
2023,Финансовая деятельность,170600.2,8.938028518607029,19087.005556633383,38906.44992933086
2023,"Операции с недвижимым имуществом, аренда и предоставление услуг",55442.8,8.938028518607029,6203.023394317905,18267.932330833515
2023,Государственное управление и обеспечение военной безопасности; социальное страхование,73949.3,8.938028518607029,8273.558295999355,20167.077491941865
2023,Образование,54314.8,8.938028518607029,6076.821067076305,9222.082336752444
2023,Здравоохранение и предоставление социальных услуг,61651.1,8.938028518607029,6897.617284578567,9914.37056893407
2023,"Предоставление прочих коммунальных, социальных и персональных услуг",65702.1,8.938028518607029,7350.849223989669,11510.872002332513
2023,"Производство лекарственных средств и материалов, применяемых в медицинских целях",99882.0,8.938028518607029,11174.94756165383,79707.30359162763
2023,"Деятельность профессиональная,научная и техническая",108252.8,8.938028518607029,12111.485186542117,83992.66460759392
2023,Деятельность административная и сопутствующие дополнительные услуги,50573.0,8.938028518607029,5658.182886160861,40574.53786121177
2024,"Сельское хозяйство, охота и лесное хозяйство",61812.95,9.788035030726556,6315.154145439515,8021.791438243537
2024,"Рыболовство, рыбоводство",154237.6,9.788035030726556,15757.769513065494,23172.073613507066
2024,Добыча топливно-энергетических полезных ископаемых,169821.45,9.788035030726556,17349.902147560493,126393.85932759724
2024,"Добыча полезных ископаемых, кроме топливно-энергетических",147835.6,9.788035030726556,15103.705650410438,48371.78509943585
2024,Обрабатывающие производства,87974.7,9.788035030726556,8987.983770371704,19260.116850810693
2024,"Производство пищевых продуктов, включая напитки, и табака",104689.33333333331,9.788035030726556,10695.6435080885,87200.17238369785
2024,Текстильное и швейное производство,48465.2,9.788035030726556,4951.473901335483,9892.267017742613
2024,"Производство кожи, изделий из кожи и производство обуви",51772.7,9.788035030726556,5289.386463930234,32483.360110194597
2024,Обработка древесины и производство изделий из дерева,57732.6,9.788035030726556,5898.2829361323365,14161.706923408115
2024,Целлюлозно-бумажное производство; издательская и полиграфическая деятельность,79364.85,9.788035030726556,8108.353694164173,22284.473099073457
2024,Производство кокса и нефтепродуктов,128955.1,9.788035030726556,13174.768949557774,40034.040450549895
2024,Химическое производство,105835.0,9.788035030726556,10812.691175272997,22431.04933081479
2024,Производство резиновых и пластмассовых изделий,74650.1,9.788035030726556,7626.668658791958,49259.59276097444
2024,Производство прочих неметаллических минеральных продуктов,78339.1,9.788035030726556,8003.557379400283,17768.296536643385
2024,Металлургическое производство и производство готовых металлических изделий,96342.05,9.788035030726556,9842.838700266546,68742.45035868678
2024,Производство машин и оборудования,92604.8,9.788035030726556,9461.020491783634,16085.112808813785
2024,"Производство электрооборудования, электронного и оптического оборудования",101460.85,9.788035030726556,10365.803726845537,16315.563217607096
2024,Производство транспортных средств и оборудования,95698.65,9.788035030726556,9777.105384235265,19984.04057313315
2024,Прочие производства,74059.8,9.788035030726556,7566.360333561517,16719.462167294314
2024,"Производство и распределение электроэнергии, газа и воды",75139.85,9.788035030726556,7676.7042377884145,25703.77086063925
2024,Строительство,85606.3,9.788035030726556,8746.01487747695,21496.218697264532
2024,"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования",77183.9,9.788035030726556,7885.535733955246,12902.77995522981
2024,Гостиницы и рестораны,53568.1,9.788035030726556,5472.814495640775,13354.723336432242
2024,Транспорт и связь,128078.7,9.788035030726556,13085.231059955948,26222.487858523844
2024,Из них связь,,9.788035030726556,,23445.68257942421
2024,Финансовая деятельность,205974.0,9.788035030726556,21043.44736746521,42606.45331761023
2024,"Операции с недвижимым имуществом, аренда и предоставление услуг",64084.3,9.788035030726556,6547.207871531605,20005.212695495782
2024,Государственное управление и обеспечение военной безопасности; социальное страхование,84956.1,9.788035030726556,8679.586835693395,22084.966561425535
2024,Образование,62914.6,9.788035030726556,6427.704825585397,10099.102366977602
2024,Здравоохранение и предоставление социальных услуг,71735.1,9.788035030726556,7328.856075280636,10857.227210039699
2024,"Предоставление прочих коммунальных, социальных и персональных услуг",78502.8,9.788035030726556,8020.281880230747,12605.555929754335
2024,"Производство лекарственных средств и материалов, применяемых в медицинских целях",116066.9,9.788035030726556,11858.03888478569,87287.46816319141
2024,"Деятельность профессиональная,научная и техническая",127206.7,9.788035030726556,12996.142698782063,91980.3670117761
2024,Деятельность административная и сопутствующие дополнительные услуги,60887.3,9.788035030726556,6220.584602411297,44433.17641181301
